PbTyp;PbNahmeDatum;Parameter;Einheiten;Wert Text;CAS;Gruppe;DauerPN_h;Q_m3_s;M_in_mg_L;Tage;Datum_Start;mg_pro_24h
WASSER;27.09.2013;Valsartan;µg/L;0.029;137862-53-4;Arzneimittel;24;1058.3;29;1;26.09.2013;29
WASSER;27.09.2013;Valsartansäure;µg/L;0.021;164265-78-5;Metabolite;24;1058.3;21;1;26.09.2013;21
WASSER;27.09.2013;2-Naphthalinsulfonsäure;µg/L;0.017;120-18-3;Einzelstoffe;24;1058.3;17;1;26.09.2013;17
WASSER;27.09.2013;Acesulfam;µg/L;0.66;33665-90-6;Suessstoffe;24;1058.3;660;1;26.09.2013;660
WASSER;27.09.2013;Azoxystrobinsäure;µg/L;0.002;131860-33-8;Metabolite;24;1058.3;2;1;26.09.2013;2
WASSER;27.09.2013;Benzotriazol;µg/L;0.33;95-14-7;Einzelstoffe;24;1058.3;330;1;26.09.2013;330
WASSER;27.09.2013;Carbamazepin;µg/L;0.029;298-46-4;Arzneimittel;24;1058.3;29;1;26.09.2013;29
WASSER;27.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.033;58955-93-4;Metabolite;24;1058.3;33;1;26.09.2013;33
WASSER;27.09.2013;Carbendazim;µg/L;0.008;10605-21-7;Pestizide;24;1058.3;8;1;26.09.2013;8
WASSER;27.09.2013;Clarithromycin;µg/L;0.003;81103-11-9;Arzneimittel;24;1058.3;3;1;26.09.2013;3
WASSER;27.09.2013;DEET;µg/L;0.01;134-62-3;Pestizide;24;1058.3;10;1;26.09.2013;10
WASSER;27.09.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1058.3;6;1;26.09.2013;6
WASSER;27.09.2013;Diclofenac;µg/L;0.031;15307-79-6;Arzneimittel;24;1058.3;31;1;26.09.2013;31
WASSER;27.09.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;1058.3;6;1;26.09.2013;6
WASSER;27.09.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;1058.3;6;1;26.09.2013;6
WASSER;27.09.2013;Mecoprop;µg/L;0.009;7085-19-0;Pestizide;24;1058.3;9;1;26.09.2013;9
WASSER;27.09.2013;Metformin;µg/L;0.26;657-24-9;Arzneimittel;24;1058.3;260;1;26.09.2013;260
WASSER;27.09.2013;Metolachlor;µg/L;0.003;51218-45-2;Pestizide;24;1058.3;3;1;26.09.2013;3
WASSER;27.09.2013;Metolachlor-ESA;µg/L;0.008;171118-09-5;Metabolite;24;1058.3;8;1;26.09.2013;8
WASSER;27.09.2013;Metolachlor-morpholinon;µg/L;0.002;120375-14-6;Metabolite;24;1058.3;2;1;26.09.2013;2
WASSER;27.09.2013;Metoprolol;µg/L;0.011;37350-58-6;Arzneimittel;24;1058.3;11;1;26.09.2013;11
WASSER;27.09.2013;Sulfamethoxazol;µg/L;0.018;723-46-6;Arzneimittel;24;1058.3;18;1;26.09.2013;18
WASSER;27.09.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.11;29385-43-1;Einzelstoffe;24;1058.3;110;1;26.09.2013;110
WASSER;27.09.2013;Toluol-4-sulfonsäure;µg/L;0.02;104-15-4;Einzelstoffe;24;1058.3;20;1;26.09.2013;20
WASSER;27.09.2013;Valsartan;µg/L;0.033;137862-53-4;Arzneimittel;24;1058.3;33;1;26.09.2013;33
WASSER;27.09.2013;Venlafaxin;µg/L;0.008;93413-69-5;Arzneimittel;24;1058.3;8;1;26.09.2013;8
WASSER;27.09.2013;Surfynol 104;µg/L;0.027;126-86-3;Einzelstoffe;24;1058.3;27;1;26.09.2013;27
WASSER;28.09.2013;Chloroform;µg/L;0.034;67-66-3;LHKW;24;1003.54;34;1;27.09.2013;34
WASSER;28.09.2013;Dichlormethan;µg/L;0.094;75-09-2;LHKW;24;1003.54;94;1;27.09.2013;94
WASSER;28.09.2013;Hexachlorethan;µg/L;0.0008;67-72-1;LHKW;24;1003.54;0.8;1;27.09.2013;0.8
WASSER;28.09.2013;Tetrachlorethen;µg/L;0.018;127-18-4;LHKW;24;1003.54;18;1;27.09.2013;18
WASSER;28.09.2013;Tetrachlormethan;µg/L;0.002;56-23-5;LHKW;24;1003.54;2;1;27.09.2013;2
WASSER;28.09.2013;Trichlorethen;µg/L;0.006;79-01-6;LHKW;24;1003.54;6;1;27.09.2013;6
WASSER;28.09.2013;4-Trifluormethyl-phenol;µg/L;0.036;402-45-9;Einzelstoffe;24;1003.54;36;1;27.09.2013;36
WASSER;28.09.2013;Acesulfam;µg/L;0.9;33665-90-6;Suessstoffe;24;1003.54;900;1;27.09.2013;900
WASSER;28.09.2013;Atenololsäure;µg/L;0.042;56392-14-4;Metabolite;24;1003.54;42;1;27.09.2013;42
WASSER;28.09.2013;Benzotriazol;µg/L;0.25;95-14-7;Einzelstoffe;24;1003.54;250;1;27.09.2013;250
WASSER;28.09.2013;Candesartan;µg/L;0.01;139481-59-7;Arzneimittel;24;1003.54;10;1;27.09.2013;10
WASSER;28.09.2013;Carbamazepin;µg/L;0.03;298-46-4;Arzneimittel;24;1003.54;30;1;27.09.2013;30
WASSER;28.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.03;58955-93-4;Metabolite;24;1003.54;30;1;27.09.2013;30
WASSER;28.09.2013;Carbendazim;µg/L;0.005;10605-21-7;Pestizide;24;1003.54;5;1;27.09.2013;5
WASSER;28.09.2013;Coffein;µg/L;0.043;58-08-2;Einzelstoffe;24;1003.54;43;1;27.09.2013;43
WASSER;28.09.2013;Cyclohexylsulfaminsäure;µg/L;0.023;100-88-9;Suessstoffe;24;1003.54;23;1;27.09.2013;23
WASSER;28.09.2013;Desethylatrazin;µg/L;0.005;6190-65-4;Metabolite;24;1003.54;5;1;27.09.2013;5
WASSER;28.09.2013;Diclofenac;µg/L;0.02;15307-79-6;Arzneimittel;24;1003.54;20;1;27.09.2013;20
WASSER;28.09.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;1003.54;7;1;27.09.2013;7
WASSER;28.09.2013;Hydrochlorothiazid;µg/L;0.014;58-93-5;Arzneimittel;24;1003.54;14;1;27.09.2013;14
WASSER;28.09.2013;Lamotrigin;µg/L;0.032;84057-84-1;Arzneimittel;24;1003.54;32;1;27.09.2013;32
WASSER;28.09.2013;Metformin;µg/L;0.25;657-24-9;Arzneimittel;24;1003.54;250;1;27.09.2013;250
WASSER;28.09.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1003.54;9;1;27.09.2013;9
WASSER;28.09.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.19;83-15-8;Metabolite;24;1003.54;190;1;27.09.2013;190
WASSER;28.09.2013;Saccharin;µg/L;0.027;81-07-2;Suessstoffe;24;1003.54;27;1;27.09.2013;27
WASSER;28.09.2013;Sitagliptin;µg/L;0.016;486460-32-6;Arzneimittel;24;1003.54;16;1;27.09.2013;16
WASSER;28.09.2013;Sucralose;µg/L;0.13;56038-13-2;Suessstoffe;24;1003.54;130;1;27.09.2013;130
WASSER;28.09.2013;Sulfamethoxazol;µg/L;0.017;723-46-6;Arzneimittel;24;1003.54;17;1;27.09.2013;17
WASSER;28.09.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.18;KEINE NUMMER MOEGLICH;Metabolite;24;1003.54;180;1;27.09.2013;180
WASSER;28.09.2013;Summe Iomeprol und Iopamidol;µg/L;0.32;KEINE NUMMER MOEGLICH;Roentgenkontrastmittel;24;1003.54;320;1;27.09.2013;320
WASSER;28.09.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.007;KEINE NUMMER MOEGLICH;Arzneimittel;24;1003.54;7;1;27.09.2013;7
WASSER;28.09.2013;Triphenylphosphinoxid;µg/L;0.1;791-28-6;Einzelstoffe;24;1003.54;100;1;27.09.2013;100
WASSER;28.09.2013;Valsartan;µg/L;0.028;137862-53-4;Arzneimittel;24;1003.54;28;1;27.09.2013;28
WASSER;28.09.2013;Valsartansäure;µg/L;0.031;164265-78-5;Metabolite;24;1003.54;31;1;27.09.2013;31
WASSER;28.09.2013;2-Naphthalinsulfonsäure;µg/L;0.01;120-18-3;Einzelstoffe;24;1003.54;10;1;27.09.2013;10
WASSER;28.09.2013;Acesulfam;µg/L;0.61;33665-90-6;Suessstoffe;24;1003.54;610;1;27.09.2013;610
WASSER;28.09.2013;Benzotriazol;µg/L;0.24;95-14-7;Einzelstoffe;24;1003.54;240;1;27.09.2013;240
WASSER;28.09.2013;Carbamazepin;µg/L;0.024;298-46-4;Arzneimittel;24;1003.54;24;1;27.09.2013;24
WASSER;28.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.029;58955-93-4;Metabolite;24;1003.54;29;1;27.09.2013;29
WASSER;28.09.2013;Carbendazim;µg/L;0.004;10605-21-7;Pestizide;24;1003.54;4;1;27.09.2013;4
WASSER;28.09.2013;Clarithromycin;µg/L;0.004;81103-11-9;Arzneimittel;24;1003.54;4;1;27.09.2013;4
WASSER;28.09.2013;DEET;µg/L;0.011;134-62-3;Pestizide;24;1003.54;11;1;27.09.2013;11
WASSER;28.09.2013;Diclofenac;µg/L;0.026;15307-79-6;Arzneimittel;24;1003.54;26;1;27.09.2013;26
WASSER;28.09.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;1003.54;6;1;27.09.2013;6
WASSER;28.09.2013;Mecoprop;µg/L;0.009;7085-19-0;Pestizide;24;1003.54;9;1;27.09.2013;9
WASSER;28.09.2013;Metformin;µg/L;0.24;657-24-9;Arzneimittel;24;1003.54;240;1;27.09.2013;240
WASSER;28.09.2013;Metolachlor;µg/L;0.002;51218-45-2;Pestizide;24;1003.54;2;1;27.09.2013;2
WASSER;28.09.2013;Metolachlor-ESA;µg/L;0.007;171118-09-5;Metabolite;24;1003.54;7;1;27.09.2013;7
WASSER;28.09.2013;Metolachlor-morpholinon;µg/L;0.004;120375-14-6;Metabolite;24;1003.54;4;1;27.09.2013;4
WASSER;28.09.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;1003.54;10;1;27.09.2013;10
WASSER;28.09.2013;O,N-Didesvenlafaxin;µg/L;0.005;135308-74-6;Metabolite;24;1003.54;5;1;27.09.2013;5
WASSER;28.09.2013;Sulfamethoxazol;µg/L;0.012;723-46-6;Arzneimittel;24;1003.54;12;1;27.09.2013;12
WASSER;28.09.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.11;29385-43-1;Einzelstoffe;24;1003.54;110;1;27.09.2013;110
WASSER;28.09.2013;Toluol-4-sulfonsäure;µg/L;0.016;104-15-4;Einzelstoffe;24;1003.54;16;1;27.09.2013;16
WASSER;28.09.2013;Valsartan;µg/L;0.022;137862-53-4;Arzneimittel;24;1003.54;22;1;27.09.2013;22
WASSER;28.09.2013;Venlafaxin;µg/L;0.007;93413-69-5;Arzneimittel;24;1003.54;7;1;27.09.2013;7
WASSER;28.09.2013;Surfynol 104;µg/L;0.03;126-86-3;Einzelstoffe;24;1003.54;30;1;27.09.2013;30
WASSER;29.09.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;890.41;1;1;28.09.2013;1
WASSER;29.09.2013;Chloroform;µg/L;0.04;67-66-3;LHKW;24;890.41;40;1;28.09.2013;40
WASSER;29.09.2013;Dichlormethan;µg/L;0.088;75-09-2;LHKW;24;890.41;88;1;28.09.2013;88
WASSER;29.09.2013;Hexachlorethan;µg/L;0.0009;67-72-1;LHKW;24;890.41;0.9;1;28.09.2013;0.9
WASSER;29.09.2013;Tetrachlorethen;µg/L;0.022;127-18-4;LHKW;24;890.41;22;1;28.09.2013;22
WASSER;29.09.2013;Tetrachlormethan;µg/L;0.002;56-23-5;LHKW;24;890.41;2;1;28.09.2013;2
WASSER;29.09.2013;Trichlorethen;µg/L;0.007;79-01-6;LHKW;24;890.41;7;1;28.09.2013;7
WASSER;29.09.2013;4-Trifluormethyl-phenol;µg/L;0.038;402-45-9;Einzelstoffe;24;890.41;38;1;28.09.2013;38
WASSER;29.09.2013;Acesulfam;µg/L;0.9;33665-90-6;Suessstoffe;24;890.41;900;1;28.09.2013;900
WASSER;29.09.2013;Atenololsäure;µg/L;0.048;56392-14-4;Metabolite;24;890.41;48;1;28.09.2013;48
WASSER;29.09.2013;Benzotriazol;µg/L;0.27;95-14-7;Einzelstoffe;24;890.41;270;1;28.09.2013;270
WASSER;29.09.2013;Candesartan;µg/L;0.011;139481-59-7;Arzneimittel;24;890.41;11;1;28.09.2013;11
WASSER;29.09.2013;Carbamazepin;µg/L;0.026;298-46-4;Arzneimittel;24;890.41;26;1;28.09.2013;26
WASSER;29.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.041;58955-93-4;Metabolite;24;890.41;41;1;28.09.2013;41
WASSER;29.09.2013;Carbendazim;µg/L;0.009;10605-21-7;Pestizide;24;890.41;9;1;28.09.2013;9
WASSER;29.09.2013;Coffein;µg/L;0.044;58-08-2;Einzelstoffe;24;890.41;44;1;28.09.2013;44
WASSER;29.09.2013;Cyclohexylsulfaminsäure;µg/L;0.038;100-88-9;Suessstoffe;24;890.41;38;1;28.09.2013;38
WASSER;29.09.2013;Diclofenac;µg/L;0.017;15307-79-6;Arzneimittel;24;890.41;17;1;28.09.2013;17
WASSER;29.09.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;890.41;7;1;28.09.2013;7
WASSER;29.09.2013;Hydrochlorothiazid;µg/L;0.018;58-93-5;Arzneimittel;24;890.41;18;1;28.09.2013;18
WASSER;29.09.2013;Lamotrigin;µg/L;0.035;84057-84-1;Arzneimittel;24;890.41;35;1;28.09.2013;35
WASSER;29.09.2013;Metformin;µg/L;0.28;657-24-9;Arzneimittel;24;890.41;280;1;28.09.2013;280
WASSER;29.09.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;890.41;10;1;28.09.2013;10
WASSER;29.09.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.22;83-15-8;Metabolite;24;890.41;220;1;28.09.2013;220
WASSER;29.09.2013;Saccharin;µg/L;0.031;81-07-2;Suessstoffe;24;890.41;31;1;28.09.2013;31
WASSER;29.09.2013;Sitagliptin;µg/L;0.018;486460-32-6;Arzneimittel;24;890.41;18;1;28.09.2013;18
WASSER;29.09.2013;Sucralose;µg/L;0.21;56038-13-2;Suessstoffe;24;890.41;210;1;28.09.2013;210
WASSER;29.09.2013;Sulfamethoxazol;µg/L;0.018;723-46-6;Arzneimittel;24;890.41;18;1;28.09.2013;18
WASSER;29.09.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.19;KEINE NUMMER MOEGLICH;Metabolite;24;890.41;190;1;28.09.2013;190
WASSER;29.09.2013;Summe Iomeprol und Iopamidol;µg/L;0.32;KEINE NUMMER MOEGLICH;Roentgenkontrastmittel;24;890.41;320;1;28.09.2013;320
WASSER;29.09.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.006;KEINE NUMMER MOEGLICH;Arzneimittel;24;890.41;6;1;28.09.2013;6
WASSER;29.09.2013;Toluol-4-sulfonsäure;µg/L;0.007;104-15-4;Einzelstoffe;24;890.41;7;1;28.09.2013;7
WASSER;29.09.2013;Triphenylphosphinoxid;µg/L;0.12;791-28-6;Einzelstoffe;24;890.41;120;1;28.09.2013;120
WASSER;29.09.2013;Valsartan;µg/L;0.033;137862-53-4;Arzneimittel;24;890.41;33;1;28.09.2013;33
WASSER;29.09.2013;Valsartansäure;µg/L;0.025;164265-78-5;Metabolite;24;890.41;25;1;28.09.2013;25
WASSER;29.09.2013;2-Naphthalinsulfonsäure;µg/L;0.014;120-18-3;Einzelstoffe;24;890.41;14;1;28.09.2013;14
WASSER;29.09.2013;Acesulfam;µg/L;0.64;33665-90-6;Suessstoffe;24;890.41;640;1;28.09.2013;640
WASSER;29.09.2013;Azoxystrobinsäure;µg/L;0.002;131860-33-8;Metabolite;24;890.41;2;1;28.09.2013;2
WASSER;29.09.2013;Benzotriazol;µg/L;0.26;95-14-7;Einzelstoffe;24;890.41;260;1;28.09.2013;260
WASSER;29.09.2013;Carbamazepin;µg/L;0.025;298-46-4;Arzneimittel;24;890.41;25;1;28.09.2013;25
WASSER;29.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.029;58955-93-4;Metabolite;24;890.41;29;1;28.09.2013;29
WASSER;29.09.2013;Carbendazim;µg/L;0.007;10605-21-7;Pestizide;24;890.41;7;1;28.09.2013;7
WASSER;29.09.2013;Clarithromycin;µg/L;0.005;81103-11-9;Arzneimittel;24;890.41;5;1;28.09.2013;5
WASSER;29.09.2013;DEET;µg/L;0.012;134-62-3;Pestizide;24;890.41;12;1;28.09.2013;12
WASSER;29.09.2013;Diclofenac;µg/L;0.026;15307-79-6;Arzneimittel;24;890.41;26;1;28.09.2013;26
WASSER;29.09.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;890.41;7;1;28.09.2013;7
WASSER;29.09.2013;Isoproturon;µg/L;0.001;34123-59-6;Pestizide;24;890.41;1;1;28.09.2013;1
WASSER;29.09.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;890.41;6;1;28.09.2013;6
WASSER;29.09.2013;Mecoprop;µg/L;0.011;7085-19-0;Pestizide;24;890.41;11;1;28.09.2013;11
WASSER;29.09.2013;Metformin;µg/L;0.25;657-24-9;Arzneimittel;24;890.41;250;1;28.09.2013;250
WASSER;29.09.2013;Metolachlor;µg/L;0.001;51218-45-2;Pestizide;24;890.41;1;1;28.09.2013;1
WASSER;29.09.2013;Metolachlor-ESA;µg/L;0.007;171118-09-5;Metabolite;24;890.41;7;1;28.09.2013;7
WASSER;29.09.2013;Metolachlor-morpholinon;µg/L;0.003;120375-14-6;Metabolite;24;890.41;3;1;28.09.2013;3
WASSER;29.09.2013;Metoprolol;µg/L;0.012;37350-58-6;Arzneimittel;24;890.41;12;1;28.09.2013;12
WASSER;29.09.2013;O,N-Didesvenlafaxin;µg/L;0.005;135308-74-6;Metabolite;24;890.41;5;1;28.09.2013;5
WASSER;29.09.2013;Sulfamethoxazol;µg/L;0.015;723-46-6;Arzneimittel;24;890.41;15;1;28.09.2013;15
WASSER;29.09.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.13;29385-43-1;Einzelstoffe;24;890.41;130;1;28.09.2013;130
WASSER;29.09.2013;Toluol-4-sulfonsäure;µg/L;0.023;104-15-4;Einzelstoffe;24;890.41;23;1;28.09.2013;23
WASSER;29.09.2013;Valsartan;µg/L;0.026;137862-53-4;Arzneimittel;24;890.41;26;1;28.09.2013;26
WASSER;29.09.2013;Venlafaxin;µg/L;0.008;93413-69-5;Arzneimittel;24;890.41;8;1;28.09.2013;8
WASSER;29.09.2013;Surfynol 104;µg/L;0.036;126-86-3;Einzelstoffe;24;890.41;36;1;28.09.2013;36
WASSER;30.09.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;869;1;1;29.09.2013;1
WASSER;30.09.2013;Chloroform;µg/L;0.04;67-66-3;LHKW;24;869;40;1;29.09.2013;40
WASSER;30.09.2013;Dichlormethan;µg/L;0.13;75-09-2;LHKW;24;869;130;1;29.09.2013;130
WASSER;30.09.2013;Hexachlorethan;µg/L;0.0009;67-72-1;LHKW;24;869;0.9;1;29.09.2013;0.9
WASSER;30.09.2013;Tetrachlorethen;µg/L;0.021;127-18-4;LHKW;24;869;21;1;29.09.2013;21
WASSER;30.09.2013;Tetrachlormethan;µg/L;0.002;56-23-5;LHKW;24;869;2;1;29.09.2013;2
WASSER;30.09.2013;Trichlorethen;µg/L;0.007;79-01-6;LHKW;24;869;7;1;29.09.2013;7
WASSER;30.09.2013;2-Naphthalinsulfonsäure;µg/L;0.005;120-18-3;Einzelstoffe;24;869;5;1;29.09.2013;5
WASSER;30.09.2013;4-Trifluormethyl-phenol;µg/L;0.073;402-45-9;Einzelstoffe;24;869;73;1;29.09.2013;73
WASSER;30.09.2013;Acesulfam;µg/L;1;33665-90-6;Suessstoffe;24;869;1000;1;29.09.2013;1000
WASSER;30.09.2013;Atenololsäure;µg/L;0.036;56392-14-4;Metabolite;24;869;36;1;29.09.2013;36
WASSER;30.09.2013;Benzotriazol;µg/L;0.27;95-14-7;Einzelstoffe;24;869;270;1;29.09.2013;270
WASSER;30.09.2013;Carbamazepin;µg/L;0.028;298-46-4;Arzneimittel;24;869;28;1;29.09.2013;28
WASSER;30.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.038;58955-93-4;Metabolite;24;869;38;1;29.09.2013;38
WASSER;30.09.2013;Carbendazim;µg/L;0.009;10605-21-7;Pestizide;24;869;9;1;29.09.2013;9
WASSER;30.09.2013;Coffein;µg/L;0.046;58-08-2;Einzelstoffe;24;869;46;1;29.09.2013;46
WASSER;30.09.2013;Cyclohexylsulfaminsäure;µg/L;0.028;100-88-9;Suessstoffe;24;869;28;1;29.09.2013;28
WASSER;30.09.2013;Diclofenac;µg/L;0.02;15307-79-6;Arzneimittel;24;869;20;1;29.09.2013;20
WASSER;30.09.2013;Diuron;µg/L;0.009;330-54-1;Pestizide;24;869;9;1;29.09.2013;9
WASSER;30.09.2013;Hydrochlorothiazid;µg/L;0.018;58-93-5;Arzneimittel;24;869;18;1;29.09.2013;18
WASSER;30.09.2013;Lamotrigin;µg/L;0.042;84057-84-1;Arzneimittel;24;869;42;1;29.09.2013;42
WASSER;30.09.2013;Metformin;µg/L;0.27;657-24-9;Arzneimittel;24;869;270;1;29.09.2013;270
WASSER;30.09.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;869;10;1;29.09.2013;10
WASSER;30.09.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.19;83-15-8;Metabolite;24;869;190;1;29.09.2013;190
WASSER;30.09.2013;Saccharin;µg/L;0.028;81-07-2;Suessstoffe;24;869;28;1;29.09.2013;28
WASSER;30.09.2013;Sitagliptin;µg/L;0.018;486460-32-6;Arzneimittel;24;869;18;1;29.09.2013;18
WASSER;30.09.2013;Sucralose;µg/L;0.15;56038-13-2;Suessstoffe;24;869;150;1;29.09.2013;150
WASSER;30.09.2013;Sulfamethoxazol;µg/L;0.016;723-46-6;Arzneimittel;24;869;16;1;29.09.2013;16
WASSER;30.09.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.23;KEINE NUMMER MOEGLICH;Metabolite;24;869;230;1;29.09.2013;230
WASSER;30.09.2013;Summe Iomeprol und Iopamidol;µg/L;0.28;KEINE NUMMER MOEGLICH;Roentgenkontrastmittel;24;869;280;1;29.09.2013;280
WASSER;30.09.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.007;KEINE NUMMER MOEGLICH;Arzneimittel;24;869;7;1;29.09.2013;7
WASSER;30.09.2013;Summe Terbuthylazin und Propazin;µg/L;0.003;KEINE NUMMER MOEGLICH;Pestizide;24;869;3;1;29.09.2013;3
WASSER;30.09.2013;Telmisartan;µg/L;0.01;144701-48-4;Arzneimittel;24;869;10;1;29.09.2013;10
WASSER;30.09.2013;Triphenylphosphinoxid;µg/L;0.13;791-28-6;Einzelstoffe;24;869;130;1;29.09.2013;130
WASSER;30.09.2013;Valsartan;µg/L;0.037;137862-53-4;Arzneimittel;24;869;37;1;29.09.2013;37
WASSER;30.09.2013;Valsartansäure;µg/L;0.027;164265-78-5;Metabolite;24;869;27;1;29.09.2013;27
WASSER;30.09.2013;2-Naphthalinsulfonsäure;µg/L;0.017;120-18-3;Einzelstoffe;24;869;17;1;29.09.2013;17
WASSER;30.09.2013;Acesulfam;µg/L;0.69;33665-90-6;Suessstoffe;24;869;690;1;29.09.2013;690
WASSER;30.09.2013;Azoxystrobinsäure;µg/L;0.002;131860-33-8;Metabolite;24;869;2;1;29.09.2013;2
WASSER;30.09.2013;Benzotriazol;µg/L;0.26;95-14-7;Einzelstoffe;24;869;260;1;29.09.2013;260
WASSER;30.09.2013;Carbamazepin;µg/L;0.026;298-46-4;Arzneimittel;24;869;26;1;29.09.2013;26
WASSER;30.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.03;58955-93-4;Metabolite;24;869;30;1;29.09.2013;30
WASSER;30.09.2013;Carbendazim;µg/L;0.006;10605-21-7;Pestizide;24;869;6;1;29.09.2013;6
WASSER;30.09.2013;Clarithromycin;µg/L;0.004;81103-11-9;Arzneimittel;24;869;4;1;29.09.2013;4
WASSER;30.09.2013;DEET;µg/L;0.013;134-62-3;Pestizide;24;869;13;1;29.09.2013;13
WASSER;30.09.2013;Diclofenac;µg/L;0.026;15307-79-6;Arzneimittel;24;869;26;1;29.09.2013;26
WASSER;30.09.2013;Diuron;µg/L;0.008;330-54-1;Pestizide;24;869;8;1;29.09.2013;8
WASSER;30.09.2013;Isoproturon;µg/L;0.002;34123-59-6;Pestizide;24;869;2;1;29.09.2013;2
WASSER;30.09.2013;MCPA;µg/L;0.009;94-74-6;Pestizide;24;869;9;1;29.09.2013;9
WASSER;30.09.2013;Mecoprop;µg/L;0.012;7085-19-0;Pestizide;24;869;12;1;29.09.2013;12
WASSER;30.09.2013;Metformin;µg/L;0.25;657-24-9;Arzneimittel;24;869;250;1;29.09.2013;250
WASSER;30.09.2013;Metolachlor;µg/L;0.002;51218-45-2;Pestizide;24;869;2;1;29.09.2013;2
WASSER;30.09.2013;Metolachlor-ESA;µg/L;0.008;171118-09-5;Metabolite;24;869;8;1;29.09.2013;8
WASSER;30.09.2013;Metolachlor-morpholinon;µg/L;0.003;120375-14-6;Metabolite;24;869;3;1;29.09.2013;3
WASSER;30.09.2013;Metoprolol;µg/L;0.011;37350-58-6;Arzneimittel;24;869;11;1;29.09.2013;11
WASSER;30.09.2013;Sulfamethoxazol;µg/L;0.013;723-46-6;Arzneimittel;24;869;13;1;29.09.2013;13
WASSER;30.09.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.14;29385-43-1;Einzelstoffe;24;869;140;1;29.09.2013;140
WASSER;30.09.2013;Summe Terbutryn und Prometryn;µg/L;0.002;KEINE NUMMER MOEGLICH;Pestizide;24;869;2;1;29.09.2013;2
WASSER;30.09.2013;Toluol-4-sulfonsäure;µg/L;0.021;104-15-4;Einzelstoffe;24;869;21;1;29.09.2013;21
WASSER;30.09.2013;Valsartan;µg/L;0.029;137862-53-4;Arzneimittel;24;869;29;1;29.09.2013;29
WASSER;30.09.2013;Venlafaxin;µg/L;0.008;93413-69-5;Arzneimittel;24;869;8;1;29.09.2013;8
WASSER;30.09.2013;Surfynol 104;µg/L;0.04;126-86-3;Einzelstoffe;24;869;40;1;29.09.2013;40
WASSER;01.10.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;874.19;1;1;30.09.2013;1
WASSER;01.10.2013;Bromoform;µg/L;0.011;75-25-2;LHKW;24;874.19;11;1;30.09.2013;11
WASSER;01.10.2013;Chloroform;µg/L;0.042;67-66-3;LHKW;24;874.19;42;1;30.09.2013;42
WASSER;01.10.2013;Dichlormethan;µg/L;0.094;75-09-2;LHKW;24;874.19;94;1;30.09.2013;94
WASSER;01.10.2013;Hexachlorethan;µg/L;0.0007;67-72-1;LHKW;24;874.19;0.7;1;30.09.2013;0.7
WASSER;01.10.2013;Tetrachlorethen;µg/L;0.022;127-18-4;LHKW;24;874.19;22;1;30.09.2013;22
